prefix,vendor,assignment_type
70B3D50CA,VITEC,MA-S
70B3D5FB9,EYEDEA,MA-S
70B3D5E9D,INTECH,MA-S
70B3D5C00,BESO sp. z o.o.,MA-S
70B3D5210,"Eastone Century Technology Co.,Ltd.",MA-S
70B3D57FE,RCH ITALIA SPA,MA-S
70B3D5857,RCH ITALIA SPA,MA-S
70B3D5E14,Automata Spa,MA-S
70B3D5080,ABB,MA-S
70B3D5EAE,Orlaco Products B.V.,MA-S
70B3D5477,digitrol limited,MA-S
70B3D5BD4,"YUYAMA MFG Co.,Ltd",MA-S
70B3D59BE,Izome,MA-S
70B3D5620,Orlaco Products B.V.,MA-S
70B3D5FB2,KJ3 Elektronik AB,MA-S
70B3D58ED,NanoSense,MA-S
70B3D5506,Tonbo Imaging Pte Ltd,MA-S
70B3D5F43,Divelbiss Corporation,MA-S
70B3D58AA,TATTILE SRL,MA-S
70B3D52A6,GSI Technology,MA-S
70B3D55B6,Ethical Lighting and Sensor Solutions Limited,MA-S
70B3D532C,ATION Corporation,MA-S
70B3D5B50,iGrid T&D,MA-S
70B3D5E3C,Densitron Technologies Ltd,MA-S
70B3D57C4,MECT SRL,MA-S
70B3D5EA1,Qntra Technology,MA-S
70B3D538D,IMP-TELEKOMUNIKACIJE DOO,MA-S
70B3D5803,Grossenbacher Systeme AG,MA-S
70B3D5354,IMP-Computer Systems,MA-S
70B3D5863,"Shenzhen Wesion Technology Co., Ltd",MA-S
70B3D5B80,"BIGHOUSE.,INC.",MA-S
70B3D5EDE,Agrident GmbH,MA-S
70B3D51D9,MondeF,MA-S
70B3D55E7,Heroic Technologies Inc.,MA-S
70B3D57DA,Grupo Epelsa S.L.,MA-S
70B3D54F1,LG Electronics,MA-S
70B3D5B60,ZAO ZEO,MA-S
70B3D55EC,Creative Electronics Ltd,MA-S
70B3D53DD,Kniggendorf + Kögler Security GmbH,MA-S
70B3D5590,812th AITS,MA-S
70B3D591C,Alere Technologies AS,MA-S
70B3D5107,"OOO ""Alyans""",MA-S
70B3D55A7,ABB S.p.A.,MA-S
70B3D51C0,"W. H. Leary Co., Inc.",MA-S
70B3D5CE4,WAVES SYSTEM,MA-S
70B3D5DC2,"SwineTech, Inc.",MA-S
70B3D5598,Ruag Defence France SAS,MA-S
70B3D5B2D,Plexus,MA-S
70B3D52E6,IPG Photonics Corporation,MA-S
70B3D58CD,EA Elektroautomatik GmbH & Co. KG,MA-S
70B3D54AB,TruTeq Wireless (Pty) Ltd,MA-S
70B3D51FF,Audiodo AB,MA-S
70B3D5F04,Scame Sistemi srl,MA-S
70B3D50CF,sohonet ltd,MA-S
70B3D5FAB,Open System Solutions Limited,MA-S
70B3D52DE,"YUYAMA MFG Co.,Ltd",MA-S
70B3D573C,Centro de Ingenieria y Desarrollo industrial,MA-S
70B3D5553,TAALEX Systemtechnik GmbH,MA-S
70B3D5ABB,David Horn Communications Ltd,MA-S
70B3D59F7,Foerster-Technik GmbH,MA-S
70B3D5FE9,Camsat Przemysław Gralak,MA-S
70B3D5C8E,Coral Telecom Limited,MA-S
70B3D5F6F,Smashtag Ltd,MA-S
70B3D56CB,NAJIN automation,MA-S
70B3D5B5F,CRDMDEVEOPPEMENTS,MA-S
70B3D5ACA,Tecnint HTE SRL,MA-S
70B3D5543,wallbe GmbH,MA-S
70B3D53A4,Ascenix Corporation,MA-S
70B3D5D01,Vision4ce Ltd,MA-S
70B3D530F,Cardinal Scales Manufacturing Co,MA-S
70B3D5EC3,Virtual Control Systems Ltd,MA-S
70B3D5B9A,Potter Electric Signal Co. LLC,MA-S
70B3D5510,PSL ELEKTRONİK SANAYİ VE TİCARET A.S.,MA-S
70B3D5302,DogWatch Inc,MA-S
70B3D5990,Energy Wall,MA-S
70B3D5437,Digital Way,MA-S
70B3D5C9D,"APG Cash Drawer, LLC",MA-S
70B3D5CC2,LSC Lighting Systems (Aust) Pty Ltd,MA-S
70B3D5F51,IoT Routers Limited,MA-S
70B3D5403,"Mighty Cube Co., Ltd.",MA-S
70B3D51E8,Gogo BA,MA-S
70B3D52F5,"eze System, Inc.",MA-S
70B3D5890,EIDOS s.r.l.,MA-S
70B3D5F16,BRS Sistemas Eletrônicos,MA-S
70B3D5A5F,Daatrics LTD,MA-S
70B3D56D2,Ahrens & Birner Company GmbH,MA-S
70B3D5E5D,Boffins Technologies AB,MA-S
70B3D540E,"Liaoyun Information Technology Co., Ltd.",MA-S
70B3D56B8,BT9,MA-S
70B3D543F,"biosilver .co.,ltd",MA-S
70B3D5355,"Hongin., Ltd",MA-S
70B3D5FD7,Centum Adetel Group,MA-S
70B3D542E,Dr. Zinngrebe GmbH,MA-S
70B3D5518,CRUXELL Corp.,MA-S
70B3D5FA5,"Shenzhen Hui Rui Tianyan Technology Co., Ltd.",MA-S
70B3D50EA,AEV Broadcast Srl,MA-S
70B3D5A9C,Veo Technologies,MA-S
70B3D5EE7,BLUE-SOLUTIONS CANADA INC.,MA-S
70B3D54EA,Vocality international T/A Cubic,MA-S
70B3D5E94,Lumiplan Duhamel,MA-S
70B3D5F58,CDR SRL,MA-S
70B3D531B,SilTerra Malaysia Sdn. Bhd.,MA-S
70B3D59D1,OS42 UG (haftungsbeschraenkt),MA-S
70B3D5A64,Newshine,MA-S
70B3D5DB6,csintech,MA-S
70B3D5848,Aldridge Electrical Industries,MA-S
70B3D5675,alfamation spa,MA-S
70B3D57F5,Incusense,MA-S
70B3D58C6,"Onosokki Co.,Ltd",MA-S
70B3D502F,"LEGENDAIRE TECHNOLOGY CO., LTD.",MA-S
70B3D5CC3,Fidalia Networks Inc,MA-S
70B3D5AC4,"Lexi Devices, Inc.",MA-S
70B3D55F9,MB connect line GmbH Fernwartungssysteme,MA-S
70B3D5EA8,Dia-Stron Limited,MA-S
70B3D507B,wallbe GmbH,MA-S
70B3D5014,FRAKO Kondensatoren und Anlagenbau GmbH,MA-S
70B3D532D,"Hanwell Technology Co., Ltd.",MA-S
70B3D5123,Amfitech ApS,MA-S
70B3D50C9,"LINEAGE POWER PVT LTD.,",MA-S
70B3D5B0B,INTERNET PROTOCOLO LOGICA SL,MA-S
70B3D51CC,"AooGee Controls Co., LTD.",MA-S
70B3D5BF9,Okolab Srl,MA-S
70B3D5A54,provedo,MA-S
70B3D58EB,Procon Electronics Pty Ltd,MA-S
70B3D5961,TASK SISTEMAS DE COMPUTACAO LTDA,MA-S
70B3D51F8,Convergent Design,MA-S
70B3D5F8A,FRS GmbH & Co. KG,MA-S
70B3D5E9E,MSB Elektronik und Gerätebau GmbH,MA-S
70B3D51BE,Potter Electric Signal Co. LLC,MA-S
70B3D5015,EN ElectronicNetwork Hamburg GmbH,MA-S
70B3D52D2,"SHANGHAI IRISIAN OPTRONICS TECHNOLOGY CO.,LTD.",MA-S
70B3D5C41,Merlin CSI,MA-S
70B3D521F,CHRONOMEDIA,MA-S
70B3D5C66,Blue Access Inc,MA-S
70B3D5CD0,Ellenex Pty Ltd,MA-S
70B3D55FA,TEX COMPUTER SRL,MA-S
70B3D5382,Naval Group,MA-S
70B3D54C0,Technica Engineering GmbH,MA-S
70B3D5D6A,KnowRoaming,MA-S
70B3D57D6,Yukilab,MA-S
70B3D5BAF,SYS TEC electronic GmbH,MA-S
70B3D58D9,MB connect line GmbH Fernwartungssysteme,MA-S
70B3D5EF4,Orange Tree Technologies Ltd,MA-S
70B3D5037,EIFFAGE ENERGIE ELECTRONIQUE,MA-S
70B3D5A82,Telefrank GmbH,MA-S
70B3D5A76,Pietro Fiorentini,MA-S
70B3D5363,Contec Americas Inc.,MA-S
70B3D5B43,ZAO ZEO,MA-S
70B3D5D4A,OÜ ELIKO Tehnoloogia Arenduskeskus,MA-S
70B3D5651,Roxford,MA-S
70B3D51F4,"Hangzhou Woosiyuan Communication Co.,Ltd.",MA-S
70B3D5B74,OnYield Inc Ltd,MA-S
70B3D5749,Granite River Labs Inc,MA-S
70B3D5576,"Shandong Hospot IOT Technology Co.,Ltd.",MA-S
70B3D52FE,"Yaham Optoelectronics Co., Ltd",MA-S
70B3D54A6,HZHY TECHNOLOGY,MA-S
70B3D5526,FlowNet LLC,MA-S
70B3D52BF,FOSHAN VOHOM,MA-S
70B3D578A,Hills Health Solutions,MA-S
70B3D5941,Triax A/S,MA-S
70B3D5C1C,D.E.M. SPA,MA-S
70B3D5A0D,Globalcom Engineering SPA,MA-S
70B3D5602,"Quantum Opus, LLC",MA-S
70B3D5F98,Metrum Sweden AB,MA-S
70B3D5228,HEITEC AG,MA-S
70B3D5A86,Divigraph (Pty) LTD,MA-S
70B3D57A3,Impulse Automation,MA-S
70B3D5F87,"SHINWA INDUSTRIES, INC.",MA-S
70B3D51CB,MatchX GmbH,MA-S
70B3D50F3,"MonsoonRF, Inc.",MA-S
70B3D5CB4,Planewave Instruments,MA-S
70B3D5BFA,NESA SRL,MA-S
70B3D5069,"ONDEMAND LABORATORY Co., Ltd.",MA-S
70B3D508A,MB connect line GmbH Fernwartungssysteme,MA-S
70B3D5670,Particle sizing systems,MA-S
70B3D5E86,"YUYAMA MFG Co.,Ltd",MA-S
70B3D51B9,RELISTE Ges.m.b.H.,MA-S
70B3D54A0,FLUDIA,MA-S
70B3D5132,Hagenuk KMT Kabelmesstechnik GmbH,MA-S
70B3D5492,"Jiangsu Jinheng  Information Technology Co.,Ltd.",MA-S
70B3D56F0,iTelaSoft Pvt Ltd,MA-S
70B3D5547,CE LINK LIMITED,MA-S
70B3D50C6,"Embedded Arts Co., Ltd.",MA-S
70B3D59E2,Ofil USA,MA-S
70B3D53CF,Systems Engineering Arts Pty Ltd,MA-S
70B3D5BB4,Integritech,MA-S
70B3D58F7,I.E. Sevko A.V.,MA-S
70B3D5A32,Toughdog Security Systems,MA-S
70B3D5EF7,DAVE SRL,MA-S
70B3D5BB3,"APG Cash Drawer, LLC",MA-S
70B3D55DB,Movicom LLC,MA-S
70B3D5841,"Stanet Co.,Ltd",MA-S
70B3D5BBF,Ensys srl,MA-S
70B3D55F6,FreeFlight Systems,MA-S
70B3D5FAE,Silixa Ltd,MA-S
70B3D507E,"ENTEC Electric & Electronic CO., LTD",MA-S
70B3D53AF,Turbo Technologies Corporation,MA-S
70B3D5086,Husty M.Styczen J.Hupert Sp.J.,MA-S
70B3D5991,Javasparrow Inc.,MA-S
70B3D59D7,KM OptoElektronik GmbH,MA-S
70B3D5D44,ic-automation GmbH,MA-S
70B3D54E5,viZaar industrial imaging AG,MA-S
70B3D5897,EFG CZ spol. s r.o.,MA-S
70B3D5CD3,Controlrad,MA-S
70B3D5284,Globalcom Engineering SPA,MA-S
70B3D5809,Tecnint HTE SRL,MA-S
70B3D5DFA,"Newtouch Electronics (Shanghai) Co.,Ltd.",MA-S
70B3D5EC7,Neoptix Inc.,MA-S
70B3D5203,WOOJIN Inc,MA-S
70B3D5BEA,Virtuosys Ltd,MA-S
70B3D5273,WeVo Tech,MA-S
70B3D5A35,Sicon srl,MA-S
70B3D534E,Risk Expert sarl,MA-S
70B3D5768,Kazan Networks Corporation,MA-S
70B3D55FB,TELEPLATFORMS,MA-S
70B3D518E,"NIPPON SEIKI CO., LTD.",MA-S
70B3D55D8,LYNX Technik AG,MA-S
70B3D56E7,AML,MA-S
70B3D5631,SENSO2ME,MA-S
70B3D5ED1,Przemyslowy Instytut Automatyki i Pomiarow,MA-S
70B3D5E57,Iradimed,MA-S
70B3D5DD1,em-tec GmbH,MA-S
70B3D5445,Advanced Devices SpA,MA-S
70B3D508D,"Clover Electronics Technology Co., Ltd.",MA-S
70B3D5AF0,SEASON DESIGN TECHNOLOGY,MA-S
70B3D574D,SPEECH TECHNOLOGY CENTER LIMITED,MA-S
70B3D569F,T+A elektroakustik GmbH & Co.KG,MA-S
70B3D52B0,"Beijing Zhongyi Yue Tai Technology Co., Ltd",MA-S
70B3D5D3C,HRT,MA-S
70B3D52E2,Spark Lasers,MA-S
70B3D5888,Zetechtics Ltd,MA-S
70B3D5129,"OOO ""Microlink-Svyaz""",MA-S
70B3D538B,Lookman Electroplast Industries Ltd,MA-S
70B3D580B,"Fischer Block, Inc.",MA-S
70B3D5175,Akribis Systems,MA-S
70B3D564C,ACEMIS FRANCE,MA-S
70B3D5370,Inphi Corporation,MA-S
70B3D5276,TELL Software Hungaria Kft.,MA-S
70B3D560A,TATA POWER SED,MA-S
70B3D5FEF,"HANGZHOU HUALAN MICROELECTRONIQUE CO.,LTD",MA-S
70B3D5831,Arnouse Digital Devices Corp,MA-S
70B3D5549,Procon automatic systems GmbH,MA-S
70B3D5F45,Norbit ODM AS,MA-S
70B3D5AD2,Wart-Elektronik,MA-S
70B3D5C60,Gogo BA,MA-S
70B3D5FF1,Data Strategy Limited,MA-S
70B3D5572,CRDE,MA-S
70B3D59B2,"CONTINENT, Ltd",MA-S
70B3D5332,InnoSenT,MA-S
70B3D52C2,Quantum Detectors,MA-S
70B3D517A,Gencoa Ltd,MA-S
70B3D5F0D,MeQ Inc.,MA-S
70B3D5E04,Combilent,MA-S
70B3D5E8E,Macnica Technology,MA-S
70B3D5A30,SHEN ZHEN HUAWANG TECHNOLOGY CO; LTD,MA-S
70B3D5040,Savari Inc,MA-S
70B3D5773,Rugged Science,MA-S
70B3D5288,Bresslergroup,MA-S
70B3D5115,Welltec Corp.,MA-S
70B3D5F77,Satcube AB,MA-S
70B3D5B2B,Vtron Pty Ltd,MA-S
70B3D55E0,Hexagon Metrology SAS,MA-S
70B3D50F1,"Beijing One City Science & Technology Co., LTD",MA-S
70B3D553B,Mr.Loop,MA-S
70B3D5D40,CRDE,MA-S
70B3D5753,HCH. Kündig & CIE. AG,MA-S
70B3D50BC,Practical Software Studio LLC,MA-S
70B3D5CAE,THEMA,MA-S
70B3D56EA,Edgeware AB,MA-S
70B3D5D37,Sicon srl,MA-S
70B3D50D9,Brechbuehler AG,MA-S
70B3D536F,BuddyGuard GmbH,MA-S
70B3D5AA4,"Pullnet Technology,S.L.",MA-S
70B3D5C68,Mini Solution Co. Ltd.,MA-S
70B3D52E5,Fläkt Woods AB,MA-S
70B3D50E3,SinTau SrL,MA-S
70B3D515C,Woods Hole Oceanographic Institution,MA-S
70B3D5D84,Sentry360,MA-S
70B3D539E,Lanmark Controls Inc.,MA-S
70B3D5F3B,Epdm Pty Ltd,MA-S
70B3D50A3,Solace Systems Inc.,MA-S
70B3D5FC2,HUNTER LIBERTY CORPORATION,MA-S
70B3D575A,Standard Backhaul Communications,MA-S
70B3D5241,"Bolide Technology Group, Inc.",MA-S
70B3D5635,Cosylab d.d.,MA-S
70B3D51E4,Tecnologix s.r.l.,MA-S
70B3D52AD,Opgal Optronic Industries,MA-S
70B3D55D3,Supracon AG,MA-S
70B3D5FF4,Serveron Corporation,MA-S
70B3D5352,Globalcom Engineering SPA,MA-S
70B3D5443,Slot3 GmbH,MA-S
70B3D5A4C,Alere Technologies AS,MA-S
70B3D5924,Meridian Technologies Inc,MA-S
70B3D53B7,Paul Scherrer Institut (PSI),MA-S
70B3D5A36,"Beijing DamingWuzhou Science&Technology Co., Ltd.",MA-S
70B3D5A58,MCQ TECH GmbH,MA-S
70B3D5785,Density Inc.,MA-S
70B3D539B,IROC AB,MA-S
70B3D52DB,ProtoPixel SL,MA-S
70B3D599E,Trinity College Dublin,MA-S
70B3D54EF,"CMI, Inc.",MA-S
70B3D54CE,Agilack,MA-S
70B3D52C3,Proterra,MA-S
70B3D5BD5,Synics AG,MA-S
70B3D5C7E,BirdDog Australia,MA-S
70B3D5AC5,"ATOM GIKEN Co.,Ltd.",MA-S
70B3D51E9,comtime GmbH,MA-S
70B3D549A,HAXE SYSTEME,MA-S
70B3D5F30,ADE Technology Inc.,MA-S
70B3D548A,George Wilson Industries Ltd,MA-S
70B3D5F95,Get SAT,MA-S
70B3D554C,Husty M.Styczen J.Hupert Sp.J.,MA-S
70B3D5CD5,Apantac LLC,MA-S
70B3D5947,"Checkbill Co,Ltd.",MA-S
70B3D5BC2,"DWEWOONG ELECTRIC Co., Ltd.",MA-S
70B3D5405,MG s.r.l.,MA-S
70B3D5083,ZAO ZEO,MA-S
70B3D528D,Technica Engineering GmbH,MA-S
70B3D5BE8,"AndFun Co.,Ltd.",MA-S
70B3D5009,HolidayCoro,MA-S
70B3D51C8,LDA audio video profesional S.L.,MA-S
70B3D5C15,Sensobox GmbH,MA-S
70B3D567B,Stesalit Systems Ltd,MA-S
70B3D5550,Merten GmbH&CoKG,MA-S
70B3D5142,DAVE SRL,MA-S
70B3D5178,Gamber Johnson-LLC,MA-S
70B3D5A5C,Molekule,MA-S
70B3D5EBD,"midBit Technologies, LLC",MA-S
70B3D5A8E,OMESH CITY GROUP,MA-S
70B3D51BB,EFENTO T P SZYDŁOWSKI K ZARĘBA SPÓŁKA JAWNA,MA-S
70B3D548F,Seiwa Giken,MA-S
70B3D5C4F,AE Van de Vliet BVBA,MA-S
70B3D5D67,ALPHA　Corporation,MA-S
70B3D585D,ATHREYA INC,MA-S
70B3D5BF5,Acacia Research,MA-S
70B3D5C0E,SYSDEV Srl,MA-S
70B3D5E71,SiS Technology,MA-S
70B3D57DC,Software Systems Plus,MA-S
70B3D5BA2,"MAMAC Systems, Inc.",MA-S
70B3D5599,LECO Corporation,MA-S
70B3D57DD,Excel Medical Electronics LLC,MA-S
70B3D5486,"ChongQing JianTao Technology Co., Ltd.",MA-S
70B3D5D91,FoodALYT GmbH,MA-S
70B3D53AE,Exicom Technologies fze,MA-S
70B3D5461,TESEC Corporation,MA-S
70B3D5FDE,AERONAUTICAL & GENERAL INSTRUMENTS LTD.,MA-S
70B3D53D5,oxynet Solutions,MA-S
70B3D5B11,CAB S.R.L.,MA-S
70B3D5A91,IDEAL INDUSTRIES Ltd t/a Casella,MA-S
70B3D5AE5,"BeatCraft, Inc.",MA-S
70B3D57B4,Zumbach Electronic AG,MA-S
70B3D5FC9,"Shanghai EICT Global Service Co., Ltd",MA-S
70B3D51A3,Telairity Semiconductor,MA-S
70B3D5A4F,Weltek Technologies Co. Ltd.,MA-S
70B3D5BE6,CCII Systems (Pty) Ltd,MA-S
70B3D5750,Neurio Technology Inc.,MA-S
70B3D533E,"Dynamic Connect (Suzhou) Hi-Tech Electronic Co.,Ltd.",MA-S
70B3D5243,Rohde&Schwarz Topex SA,MA-S
70B3D509D,PuS GmbH und Co. KG,MA-S
70B3D56E6,Eleven Engineering Incorporated,MA-S
70B3D5AF1,Emka Technologies,MA-S
70B3D5ABA,CL International,MA-S
70B3D5C87,Siemens AG,MA-S
70B3D538C,"MiraeSignal Co., Ltd",MA-S
70B3D513E,Stara S/A Indústria de Implementos Agrícolas,MA-S
70B3D5325,BlueMark Innovations BV,MA-S
70B3D568D,"""Meta-chrom"" Co. Ltd.",MA-S
70B3D5840,xm,MA-S
70B3D594F,MART NETWORK SOLUTIONS LTD,MA-S
70B3D5A96,Östling Marking Systems GmbH,MA-S
70B3D5283,TextNinja Co.,MA-S
70B3D550E,"Micro Trend Automation Co., LTD",MA-S
70B3D5E85,Explorer Inc.,MA-S
70B3D530C,Sicon srl,MA-S
70B3D5BB7,"Innoflight, Inc.",MA-S
70B3D5D63,CRDE,MA-S
70B3D54D5,Moog Rekofa  GmbH,MA-S
70B3D5440,Discover Video,MA-S
70B3D5640,Electronic Equipment Company Pvt. Ltd.,MA-S
70B3D560F,"Tanaka Information System, LLC.",MA-S
001BC5087,Onnet Technologies and Innovations LLC,MA-S
70B3D5259,Zebra Elektronik A.S.,MA-S
70B3D5974,Jireh Industries Ltd.,MA-S
70B3D501A,Cubro Acronet GesmbH,MA-S
70B3D59CB,Alligator Communications,MA-S
70B3D59EB,Preston Industries dba PolyScience,MA-S
70B3D57E2,Depro Électronique inc,MA-S
70B3D53C5,"P4Q ELECTRONICS, S.L.",MA-S
70B3D5F08,Szabo Software & Engineering UK Ltd,MA-S
70B3D51A8,"STC ""Rainbow"" Ltd.",MA-S
70B3D5070,Lumiplan Duhamel,MA-S
70B3D57ED,The Things Network Foundation,MA-S
70B3D58D8,VNG Corporation,MA-S
70B3D5CBE,Ensura Solutions BV,MA-S
70B3D5652,"Robert Bosch, LLC",MA-S
70B3D545D,Sensapex Oy,MA-S
70B3D5BA1,Cathwell AS,MA-S
70B3D55A3,CT Company,MA-S
70B3D5F7B,KST technology,MA-S
70B3D5CCA,SIEMENS AS,MA-S
70B3D58B2,"NPF Modem, LLC",MA-S
70B3D5EEE,"SOCIEDAD IBERICA DE CONSTRUCCIONES ELECTRICAS, S.A. (SICE)",MA-S
70B3D575C,"UPM Technology, Inc",MA-S
70B3D533B,"Seal Shield, LLC",MA-S
70B3D5054,Groupeer Technologies,MA-S
70B3D5CA8,Grupo Epelsa S.L.,MA-S
70B3D5609,PBSI Group Limited,MA-S
70B3D5323,TATTILE SRL,MA-S
70B3D58F3,TATTILE SRL,MA-S
70B3D5C3B,Vironova AB,MA-S
70B3D566B,Innitive B.V.,MA-S
70B3D51B4,5nines,MA-S
70B3D5996,XpertSea Solutions inc.,MA-S
70B3D5BB8,Al Kamel Systems S.L.,MA-S
70B3D5671,Sea Shell Corporation,MA-S
70B3D5FC1,InDiCor,MA-S
70B3D5D07,Waversa Systems,MA-S
70B3D5081,IST Technologies (SHENZHEN) Limited,MA-S
70B3D5E48,"TDI. Co., LTD",MA-S
70B3D57B9,QIAGEN Instruments AG,MA-S
70B3D5066,"North Pole Engineering, Inc.",MA-S
70B3D5771,Apator Miitors ApS,MA-S
70B3D5185,R&D Gran-System-S LLC,MA-S
70B3D5C26,Triple Play Communications,MA-S
70B3D5B51,Critical Link LLC,MA-S
70B3D5F85,Solystic,MA-S
70B3D5F11,BroadSoft Inc,MA-S
70B3D5504,Xsight Systems Ltd.,MA-S
70B3D576F,OTI LTD,MA-S
70B3D55EE,"Mikrotron Mikrocomputer, Digital- und Analogtechnik GmbH",MA-S
70B3D5BED,Itrinegy Ltd.,MA-S
70B3D5B34,Medtronic,MA-S
70B3D5740,Prisma Telecom Testing Srl,MA-S
70B3D57AA,Sadel S.p.A.,MA-S
70B3D5E0D,Sigma Connectivity AB,MA-S
70B3D52F6,TATTILE SRL,MA-S
70B3D5DD7,DETECT Australia,MA-S
70B3D5F79,"Firehose Labs, Inc.",MA-S
70B3D5303,"Fuchu Giken, Inc.",MA-S
70B3D52EB,"BRNET CO.,LTD.",MA-S
70B3D5A56,DORLET SAU,MA-S
70B3D5230,CT Company,MA-S
70B3D50FC,vitalcare,MA-S
70B3D54DB,Temperature@lert,MA-S
70B3D5714,Alturna Networks,MA-S
70B3D5D7A,Speedifi Inc,MA-S
70B3D57C3,Flexim Security Oy,MA-S
70B3D53E4,Neptec Technologies Corp.,MA-S
70B3D58A4,"Phyton, Inc. Microsystems and Development Tools",MA-S
70B3D5079,"CheckBill Co,Ltd.",MA-S
70B3D5FCD,Engage Technologies,MA-S
70B3D5703,StromIdee GmbH,MA-S
70B3D5916,"Techno Mathematical Co.,Ltd",MA-S
70B3D51A0,UFATECH LTD,MA-S
70B3D5730,Videogenix,MA-S
70B3D57A8,dieEntwickler Elektronik GmbH,MA-S
70B3D5B35,"Rexxam Co.,Ltd.",MA-S
70B3D5339,Sierra Nevada Corporation,MA-S
70B3D5838,Tofino,MA-S
70B3D5AB5,BroadSoft Inc,MA-S
70B3D59CA,KOMSIS ELEKTRONIK SISTEMLERI SAN. TIC. LTD.STI,MA-S
70B3D563B,Lazer Safe Pty Ltd,MA-S
70B3D54B1,LACE LLC.,MA-S
70B3D5FE7,VEILUX INC.,MA-S
70B3D51A5,METRONIC APARATURA KONTROLNO - POMIAROWA,MA-S
70B3D54F4,"WiTagg, Inc",MA-S
70B3D580D,Data Physics Corporation,MA-S
70B3D50A6,PA CONSULTING SERVICES,MA-S
70B3D5324,Thales Nederland BV,MA-S
70B3D5361,Parent Power,MA-S
70B3D54DC,JK DEVICE CORPORATION,MA-S
70B3D5589,Cityntel OU,MA-S
70B3D5231,"DELTA TAU DATA SYSTEMS, INC.",MA-S
70B3D54BB,Plazma-T,MA-S
70B3D5CE3,Dalcnet srl,MA-S
70B3D54DF,Nidec Avtron Automation Corp,MA-S
70B3D5F78,Manvish eTech Pvt. Ltd.,MA-S
70B3D5DF2,AML,MA-S
70B3D5F72,Hanshin Electronics,MA-S
70B3D59BD,Signal Processing Devices Sweden AB,MA-S
70B3D5421,"North Star Bestech Co.,",MA-S
70B3D56E0,ABB SPA - DMPC,MA-S
70B3D5811,CJSC «INTERSET»,MA-S
70B3D56DA,"Enovative Networks, Inc.",MA-S
70B3D546F,serva transport systems GmbH,MA-S
70B3D5600,Stellwerk GmbH,MA-S
70B3D5875,Peek Traffic,MA-S
70B3D574C,Kwant Controls BV,MA-S
70B3D56FA,Dataforth Corporation,MA-S
70B3D55C8,"YUYAMA MFG Co.,Ltd",MA-S
70B3D5285,Bentec GmbH Drilling & Oilfield Systems,MA-S
70B3D5D46,Contineo s.r.o.,MA-S
70B3D59D3,Communication Technology Ltd.,MA-S
70B3D5500,Mistral Solutions Pvt. LTD,MA-S
70B3D5EA3,Gridless Power Corperation,MA-S
70B3D5AE3,"Zhejiang Wellsun Electric Meter Co.,Ltd",MA-S
70B3D563A,DAVE SRL,MA-S
70B3D57F1,"AeroVision Avionics, Inc.",MA-S
70B3D5E95,BroadSoft Inc,MA-S
70B3D5EC6,ESII,MA-S
70B3D5665,CertUsus GmbH,MA-S
70B3D5C03,XAVi Technologies Corp.,MA-S
70B3D5C9B,Tieto Sweden AB,MA-S
70B3D5E75,Watteco,MA-S
70B3D52D5,Teuco Guzzini,MA-S
70B3D5DE7,Innominds Software Private Limited,MA-S
70B3D57CD,Molekuler Goruntuleme A.S.,MA-S
70B3D51A1,HMicro Inc,MA-S
70B3D505F,UNISOR MULTISYSTEMS LTD,MA-S
70B3D5EFE,MEIDEN SYSTEM SOLUTIONS,MA-S
70B3D5412,TATTILE SRL,MA-S
70B3D56F8,SENSEON Corporation,MA-S
70B3D5092,inomed Medizintechnik GmbH,MA-S
70B3D535D,Fresh Idea Factory BV,MA-S
70B3D5B9B,Elektronik Art,MA-S
70B3D5CF3,Mesh Motion Inc,MA-S
70B3D5DAD,GD Mission Systems,MA-S
70B3D57EF,"CRAVIS CO., LIMITED",MA-S
70B3D5112,DiTEST Fahrzeugdiagnose GmbH,MA-S
70B3D5BEC,"Tokyo Communication Equipment MFG Co.,ltd.",MA-S
70B3D5708,IBM Research GmbH,MA-S
70B3D557C,Automata GmbH & Co. KG,MA-S
70B3D51F5,Martec S.p.A.,MA-S
70B3D5205,Esource Srl,MA-S
70B3D5182,Kitron UAB,MA-S
70B3D55EA,"KYS,INC",MA-S
70B3D57B3,BroadSoft Inc,MA-S
70B3D5062,RM Michaelides Software & Elektronik GmbH,MA-S
70B3D5B8D,"JungwooEng Co., Ltd",MA-S
70B3D5058,"Telink Semiconductor CO, Limtied, Taiwan",MA-S
70B3D5956,"AeroVision Avionics, Inc.",MA-S
70B3D5B8C,ePOINT Embedded Computing Limited,MA-S
70B3D5AA0,"Simple Works, Inc.",MA-S
70B3D5709,AML,MA-S
70B3D554D,"Qingdao Haitian Weiye Automation Control System Co., Ltd",MA-S
70B3D5025,Elsuhd Net Ltd Co.,MA-S
70B3D5A15,Intercore GmbH,MA-S
70B3D5755,"LandmarkTech Systems Technology Co.,Ltd.",MA-S
70B3D5BBE,Sunrise Systems Electronics Co. Inc.,MA-S
70B3D5751,GNF,MA-S
70B3D5EF3,octoScope,MA-S
70B3D5C78,NETA Elektronik AS,MA-S
70B3D5BDA,"5-D Systems, Inc.",MA-S
70B3D5B08,Secuinfo Co. Ltd,MA-S
70B3D5587,INCAA Computers,MA-S
70B3D5CBC,Procon Electronics Pty Ltd,MA-S
70B3D5D47,"YotaScope Technologies Co., Ltd.",MA-S
70B3D5E08,Olssen,MA-S
